city,lat,lng,country,population
Namsos,64.4833,11.5,Norway,9035
Marianna,30.7907,-85.23,United States,9027
Sheffield,34.7556,-87.7008,United States,9025
Shelby,40.8845,-82.6577,United States,9018
Olney,38.7286,-88.0841,United States,9015
Grinnell,41.7372,-92.7244,United States,9014
Greenwood,35.2135,-94.2411,United States,9013
Mechanicsburg,40.2115,-77.006,United States,9007
Saint Anthony,45.0275,-93.2174,United States,9007
Sheffield Lake,41.4884,-82.0978,United States,9004
B'abda,33.8333,35.5333,Lebanon,9000
Aguelhok,19.4549,0.8564,Mali,9000
San Elizario,31.5793,-106.2632,United States,9000
Oakwood,39.7202,-84.1734,United States,8999
Mbamba Bay,-11.2829,34.7666,Tanzania,8997
Rock Falls,41.7733,-89.6932,United States,8993
Chamical,-30.3496,-66.3167,Argentina,8989
Eufaula,31.9102,-85.1505,United States,8988
Rigby,43.6735,-111.9129,United States,8987
Berkeley,38.7441,-90.3362,United States,8981
Chatham,40.7405,-74.3838,United States,8977
Manteno,41.2505,-87.8442,United States,8969
Sinop,-11.85,-55.46,Brazil,8961
Live Oak,39.2788,-121.6624,United States,8961
Quincy,30.5659,-84.5856,United States,8952
Sodankyla,67.4171,26.6,Finland,8942
Manvel,29.4775,-95.3634,United States,8939
Richlands,37.0877,-81.8082,United States,8938
West Tawakoni,32.8975,-96.0234,United States,8936
Kachiry,53.0804,76.09,Kazakhstan,8931
Brunswick,39.318,-77.6253,United States,8930
Graham,33.1017,-98.5778,United States,8927
Kuybyshevskiy,37.9794,68.689,Tajikistan,8925
Lowell,36.2563,-94.152,United States,8922
Albion,42.2478,-84.7572,United States,8920
Victoria,44.8634,-93.659,United States,8917
Farmville,37.2968,-78.3993,United States,8916
Quibala,-10.7296,14.98,Angola,8915
Wharton,29.3138,-96.1044,United States,8915
Madras,44.6384,-121.1268,United States,8914
Franklin,36.6831,-76.9386,United States,8913
Glenwood,41.5412,-87.6119,United States,8911
Makhambet,47.6714,51.5798,Kazakhstan,8905
Park Ridge,41.0353,-74.0422,United States,8900
Garden City,32.0867,-81.1773,United States,8900
Cortez,37.3498,-108.5769,United States,8898
Zhangaozen,43.3004,52.8,Kazakhstan,8895
Manor,30.3548,-97.5302,United States,8895
Glencoe,42.1347,-87.7641,United States,8894
Olmsted Falls,41.3657,-81.9043,United States,8890
Saint Albans,44.8119,-73.0846,United States,8888
Plymouth,43.7453,-87.9654,United States,8887
Kemijarvi,66.6667,27.4167,Finland,8883
Canonsburg,40.2642,-80.1868,United States,8878
Cuencame,24.8704,-103.7,Mexico,8876
Pitman,39.7332,-75.1307,United States,8874
Hamilton,-37.7312,142.0234,Australia,8869
Perryton,36.3931,-100.7974,United States,8868
Sutherlin,43.3885,-123.323,United States,8864
Flowood,32.3359,-90.0802,United States,8859
Farmingdale,40.7328,-73.4465,United States,8857
Airmont,41.0994,-74.0989,United States,8856
Stuttgart,34.4958,-91.5483,United States,8855
Hazard,37.2583,-83.1977,United States,8853
Jerseyville,39.118,-90.3276,United States,8852
Hillview,38.055,-85.6793,United States,8851
Matawan,40.4126,-74.2365,United States,8848
Navasota,30.3869,-96.0895,United States,8845
Woodway,31.4987,-97.2315,United States,8835
Sitia,35.2004,26.0986,Greece,8833
West Point,33.6064,-88.6571,United States,8827
Lake Elmo,44.9944,-92.9032,United States,8815
Waverly,42.725,-92.4706,United States,8812
Mokhotlong,-29.291,29.078,Lesotho,8809
Quakertown,40.4398,-75.3456,United States,8798
Harrodsburg,37.7655,-84.8474,United States,8797
New Richmond,45.1225,-92.5341,United States,8791
Tallulah,32.4067,-91.1916,United States,8790
Seaside,45.9894,-123.9213,United States,8788
Orange Park,30.1706,-81.704,United States,8783
Lake Villa,42.4184,-88.0834,United States,8783
Port Townsend,48.1219,-122.7873,United States,8782
Shannon,52.7038,-8.8641,Ireland,8781
Nueva Ocotepeque,14.437,-89.182,Honduras,8780
South Amboy,40.4851,-74.2831,United States,8778
Cresskill,40.9405,-73.9597,United States,8777
Pike Road,32.2909,-86.0917,United States,8777
Buyant-Uhaa,44.8666,110.15,Mongolia,8776
Needles,34.816,-114.6192,United States,8773
Rhinelander,45.6361,-89.4255,United States,8769
Swissvale,40.4207,-79.8858,United States,8769
Burlington,48.4676,-122.3298,United States,8768
Lexington,37.7825,-79.444,United States,8765
Collingdale,39.9151,-75.2776,United States,8765
Sellersburg,38.4029,-85.7705,United States,8765
Marrupa,-13.1984,37.4995,Mozambique,8762
Clinton,35.5058,-98.9724,United States,8761
Helotes,29.5701,-98.6947,United States,8758
West Frankfort,37.8997,-88.9302,United States,8756
Carencro,30.3115,-92.0385,United States,8752
Tocantinopolis,-6.3196,-47.42,Brazil,8750
Riverside,41.831,-87.8169,United States,8748
Edgewood,39.0091,-84.5604,United States,8748
Moundsville,39.9221,-80.7422,United States,8741
Scott,30.2394,-92.0949,United States,8733
Itasca,41.9773,-88.0181,United States,8728
Audubon,39.8906,-75.0723,United States,8727
Corozal,18.398,-88.388,Belize,8724
La Grange,38.3988,-85.375,United States,8722
Al Quwayiyah,24.0737,45.2806,Saudi Arabia,8712
Riverdale,41.1734,-112.0024,United States,8710
Closter,40.9733,-73.9606,United States,8705
East Grand Forks,47.9283,-97.0137,United States,8699
Orrville,40.8482,-81.7747,United States,8691
Palm Beach,26.6928,-80.0405,United States,8690
Laurel,45.6734,-108.7707,United States,8690
Buckhannon,38.9927,-80.2279,United States,8688
Commerce,33.242,-95.8999,United States,8685
Sultan,47.8703,-121.8036,United States,8681
Altdorf,46.879,8.638,Switzerland,8678
Frostburg,39.6507,-78.9271,United States,8676
Basalt,39.3663,-107.0412,United States,8672
Bay Minette,30.8938,-87.7912,United States,8665
Nevada,37.8445,-94.3492,United States,8660
Gadabay,40.5656,45.8161,Azerbaijan,8657
Luba,3.45,8.55,Equatorial Guinea,8655
Perryville,37.7255,-89.876,United States,8655
Park Hills,37.8211,-90.505,United States,8655
Clarendon Hills,41.7981,-87.9569,United States,8653
La Libertad,16.7804,-90.12,Guatemala,8646
Bloomfield,36.7265,-107.9792,United States,8645
Fair Oaks Ranch,29.7454,-98.6396,United States,8645
Kirby,29.4611,-98.3859,United States,8640
Suntar,62.1444,117.6319,Russia,8639
Rockland,44.1274,-69.1369,United States,8633
Princeton,38.3552,-87.5785,United States,8632
Robertsdale,30.5533,-87.706,United States,8629
Monett,36.9219,-93.9263,United States,8617
Calimesa,33.9873,-117.0542,United States,8616
Clayton,39.6629,-75.0782,United States,8614
Kearney,39.3548,-94.3589,United States,8607
Lake City,33.8676,-79.7533,United States,8604
Wood-Ridge,40.8509,-74.0878,United States,8600
Monroe,41.3198,-74.1848,United States,8600
Southside,33.9007,-86.0237,United States,8600
Hobart,44.4965,-88.1602,United States,8599
Wesley Chapel,34.9985,-80.6904,United States,8596
Lake Park,26.7998,-80.0689,United States,8595
Pineville,35.0864,-80.8915,United States,8593
Indian Harbour Beach,28.1528,-80.5974,United States,8586
Corrales,35.2367,-106.6197,United States,8586
Livingston,45.6667,-110.5537,United States,8586
Ladue,38.6378,-90.3815,United States,8583
Beaver Falls,40.762,-80.3225,United States,8581
Clinton,38.3716,-93.7679,United States,8581
Kingaroy,-26.539,151.8406,Australia,8573
Signal Mountain,35.1448,-85.3457,United States,8573
Inverell,-29.7668,151.1126,Australia,8561
Chos Malal,-37.383,-70.2666,Argentina,8556
Socorro,34.0544,-106.9064,United States,8554
Morrisville,40.2074,-74.7797,United States,8552
Harwood Heights,41.9663,-87.8057,United States,8549
Wagoner,35.9641,-95.3791,United States,8547
Oak Grove,45.3407,-93.3264,United States,8545
Oak Hill,37.9889,-81.1467,United States,8544
Malverne,40.6746,-73.6721,United States,8544
Aqsu,52.4502,71.9597,Kazakhstan,8543
Humboldt,35.8254,-88.9045,United States,8543
Willowbrook,41.7635,-87.9456,United States,8543
Des Peres,38.5973,-90.4481,United States,8540
Westwego,29.9058,-90.1434,United States,8533
Zimmerman,45.4415,-93.5977,United States,8530
Paris,39.6148,-87.6905,United States,8528
Detroit Lakes,46.8057,-95.8436,United States,8528
Lindstrom,45.3869,-92.8475,United States,8521
Elsmere,38.9949,-84.6017,United States,8520
Wyoming,39.2295,-84.4814,United States,8517
Fountain Inn,34.6988,-82.1991,United States,8513
Bogota,40.8753,-74.0293,United States,8507
Montvale,41.053,-74.0497,United States,8506
Susanville,40.4206,-120.6129,United States,8506
Los Altos Hills,37.3672,-122.1391,United States,8501
Kirkwall,58.967,-2.95,United Kingdom,8500
Carbondale,41.5714,-75.5048,United States,8498
Sunset Hills,38.531,-90.4088,United States,8497
Oranjemund,-28.5495,16.43,Namibia,8496
San Antonio Oeste,-40.7329,-64.9333,Argentina,8492
North Haledon,40.9627,-74.1845,United States,8491
Saint Johns,43.0008,-84.5557,United States,8491
Perkasie,40.3719,-75.292,United States,8479
Paw Paw,42.2148,-85.892,United States,8472
Covington,35.5656,-89.648,United States,8469
Hooper,41.1598,-112.287,United States,8466
Blanchard,35.1523,-97.6612,United States,8463
Evinayong,1.45,10.5667,Equatorial Guinea,8462
Geneseo,42.799,-77.8095,United States,8461
Goundam,16.417,-3.6666,Mali,8456
Mount Rainier,38.9426,-76.9645,United States,8455
Achacachi,-16.0833,-68.6666,Bolivia,8447
Gonzales,36.5061,-121.4429,United States,8447
Monticello,40.7455,-86.7668,United States,8445
Monahans,31.6291,-103.0414,United States,8442
Heath,32.8443,-96.4679,United States,8440
Sheridan,45.0956,-123.3972,United States,8439
Guntersville,34.3674,-86.2634,United States,8437
Hoquiam,46.9857,-123.9006,United States,8434
Tuscumbia,34.7204,-87.7035,United States,8434
Napoleon,41.3978,-84.1244,United States,8432
Tuskegee,32.4395,-85.7139,United States,8430
Spotswood,40.3952,-74.3915,United States,8429
Wellington,40.7,-105.0059,United States,8428
Chester,37.9199,-89.826,United States,8425
Melissa,33.2896,-96.5554,United States,8423
Vallegrande,-18.4896,-64.11,Bolivia,8422
Ripley,35.7446,-89.5359,United States,8422
Decorah,43.3018,-91.7849,United States,8415
Thomson,33.4666,-82.4993,United States,8414
Northfield,39.3723,-74.5556,United States,8410
Corning,39.9282,-122.182,United States,8409
Katakwi,1.8911,33.9661,Uganda,8400
Gaylord,45.0211,-84.6799,United States,8399
Prairie du Sac,43.2922,-89.7337,United States,8397
Alliance,42.1021,-102.8768,United States,8397
Highland Heights,41.5518,-81.4691,United States,8397
Sturgeon Bay,44.8228,-87.366,United States,8396
Gridley,39.3622,-121.6972,United States,8396
Haledon,40.9363,-74.1886,United States,8395
Clinton,40.1469,-88.9635,United States,8395
Mason,42.5805,-84.4426,United States,8395
Aransas Pass,27.8881,-97.1128,United States,8393
Savannah,35.2211,-88.2356,United States,8391
Richmond Heights,38.6309,-90.3332,United States,8389
Aleg,17.058,-13.909,Mauritania,8388
Montesano,47.0108,-123.5868,United States,8385
Black Mountain,35.6142,-82.3275,United States,8384
Millersville,40.0047,-76.3522,United States,8383
Wetumpka,32.5406,-86.2054,United States,8383
Boonton,40.9047,-74.4048,United States,8382
Runnemede,39.8521,-75.074,United States,8382
Dormont,40.3941,-80.0377,United States,8381
Pleasant Hill,38.8061,-94.2654,United States,8376
Bridgeport,39.3036,-80.2476,United States,8364
Aurora,36.968,-93.7199,United States,8364
Tecumseh,42.0066,-83.9451,United States,8362
Gering,41.8275,-103.6649,United States,8360
Mount Pleasant,40.9622,-91.5453,United States,8360
New Square,41.1411,-74.0294,United States,8357
Fairview,33.1401,-96.6123,United States,8354
Brokopondo,5.0404,-55.02,Suriname,8340
Middleport,38.9948,-82.0643,United States,8338
Jefferson City,36.1196,-83.484,United States,8335
Conover,35.7156,-81.2169,United States,8331
Rio Vista,38.1762,-121.7034,United States,8331
Spanish Fort,30.7257,-87.8602,United States,8327
Upper Saddle River,41.0633,-74.0987,United States,8326
Petoskey,45.365,-84.9886,United States,8323
McFarland,43.0192,-89.2922,United States,8320
Masindi-Port,1.7004,32.0699,Uganda,8319
Star,43.7019,-116.4939,United States,8313
Johnstown,43.0073,-74.3755,United States,8309
Holly,42.7987,-83.6233,United States,8309
Bath,43.9346,-69.8346,United States,8303
Somers,42.6403,-87.9104,United States,8300
Arab,34.3309,-86.499,United States,8300
Kenton,40.6447,-83.6099,United States,8298
Center Line,42.4805,-83.0273,United States,8297
Absecon,39.4221,-74.4941,United States,8295
Saint Joseph,42.0969,-86.4849,United States,8288
Fort Mitchell,39.0459,-84.5562,United States,8286
Waynesburg,39.8983,-80.1855,United States,8285
Alamo Heights,29.4828,-98.4681,United States,8284
Cheviot,39.1578,-84.6138,United States,8283
Doylestown,40.314,-75.128,United States,8280
Menominee,45.1219,-87.6235,United States,8279
Whitehouse,32.2228,-95.2222,United States,8269
North Bay Village,25.8487,-80.1535,United States,8262
York,34.9968,-81.2348,United States,8260
Morehead,38.1906,-83.4466,United States,8252
Denison,42.016,-95.3528,United States,8249
Olovyannaya,50.95,115.5666,Russia,8247
Croton-on-Hudson,41.2005,-73.9002,United States,8243
Hillsboro,32.0092,-97.1151,United States,8234
Rolling Hills Estates,33.7783,-118.3508,United States,8231
Castle Shannon,40.3664,-80.0194,United States,8228
Colorado City,36.9774,-112.983,United States,8227
Aiquile,-18.1895,-65.18,Bolivia,8224
Oradell,40.9562,-74.0314,United States,8219
Zhanibek,49.4276,46.8772,Kazakhstan,8212
Mahtomedi,45.0616,-92.9662,United States,8211
Omak,48.4214,-119.5178,United States,8208
Moree,-29.4699,149.8301,Australia,8203
Yeghegnadzor,39.7611,45.3333,Armenia,8200
Pismo Beach,35.1492,-120.6506,United States,8198
Baxter,46.342,-94.28,United States,8198
Qarqaraly,49.4249,75.4649,Kazakhstan,8195
Kenilworth,40.6782,-74.289,United States,8194
Oakland,35.2256,-89.5377,United States,8193
Pleasant Hills,40.3298,-79.9596,United States,8189
New Prague,44.5459,-93.5758,United States,8186
Vinton,37.2747,-79.8886,United States,8185
Monona,43.054,-89.3334,United States,8179
Trinidad,37.1748,-104.4907,United States,8178
Bellevue,41.2744,-82.8396,United States,8178
Savoy,40.06,-88.2552,United States,8177
Pewaukee,43.0853,-88.2523,United States,8176
Bloomingdale,41.03,-74.3319,United States,8173
Bellevue,40.4945,-80.055,United States,8172
Crete,41.4398,-87.623,United States,8171
Pikeville,37.4808,-82.5261,United States,8169
Bridge City,30.0298,-93.8406,United States,8165
Hawthorn Woods,42.2315,-88.0622,United States,8164
Long Grove,42.197,-88.0059,United States,8147
Ndalatando,-9.2995,14.91,Angola,8144
Chestnut Ridge,41.083,-74.0552,United States,8135
Ivins,37.1742,-113.6809,United States,8132
Dalnegorsk,44.5372,135.5172,Russia,8123
Richland Hills,32.8095,-97.2273,United States,8121
Putina,-15.47,-69.43,Peru,8118
Almirante,9.3,-82.4,Panama,8114
Brazil,39.5232,-87.1244,United States,8110
South Boston,36.7131,-78.9135,United States,8109
Mount Joy,40.1105,-76.5065,United States,8104
Frostproof,27.7492,-81.5251,United States,8103
Poteau,35.0431,-94.6356,United States,8100
Chardon,41.5803,-81.2081,United States,8096
Abingdon,36.7089,-81.9711,United States,8083
Dalhart,36.0579,-102.5123,United States,8083
Hillside,41.8674,-87.9019,United States,8081
Fletcher,35.4315,-82.5038,United States,8079
Island Lake,42.2783,-88.2001,United States,8077
Rabaul,-4.2055,152.1434,Papua New Guinea,8074
Oak Brook,41.8373,-87.9512,United States,8070
Puerto Aisen,-45.3999,-72.7,Chile,8067
Brookhaven,39.8715,-75.3918,United States,8066
Cheraw,34.6978,-79.8988,United States,8061
Tillamook,45.4561,-123.8346,United States,8061
Uliastay,47.75,96.8167,Mongolia,8056
Qusmuryn,52.458,64.6,Kazakhstan,8049
Albion,43.246,-78.1902,United States,8044
Briarcliff Manor,41.14,-73.844,United States,8032
Salem,38.6278,-88.9582,United States,8029
Flushing,43.0637,-83.8403,United States,8029
Hyrum,41.6317,-111.8439,United States,8027
Willits,39.405,-123.3494,United States,8026
Deniliquin,-35.5296,144.95,Australia,8024
Jefferson,43.0042,-88.8084,United States,8024
La Junta,37.9797,-103.5473,United States,8020
Kontcha,7.967,12.2333,Cameroon,8018
Caldwell,40.839,-74.2777,United States,8018
Firebaugh,36.8533,-120.4536,United States,8015
Oberlin,41.2857,-82.2197,United States,8009
Orono,44.9647,-93.5904,United States,8009
Raritan,40.573,-74.6432,United States,8007
Celina,33.3201,-96.7854,United States,8006
Latrobe,40.3125,-79.3826,United States,8003
Logan,39.5386,-82.4063,United States,8003
Oldeani,-3.3496,35.55,Tanzania,8000
El Calafate,-50.3333,-72.3,Argentina,8000
Old Forge,41.3705,-75.7409,United States,8000
Brentwood,38.6194,-90.3476,United States,8000
Brooksville,28.5404,-82.3901,United States,7999
Oak Grove,39.0074,-94.1278,United States,7994
Medina,43.2197,-78.3888,United States,7993
Rio Bravo,27.3648,-99.482,United States,7990
Conshohocken,40.0772,-75.3035,United States,7982
Princeton,41.3815,-89.4649,United States,7978
Milton,47.2522,-122.3153,United States,7970
Hastings-on-Hudson,40.9902,-73.8801,United States,7969
Bajram Curri,42.3333,20.0833,Albania,7967
West Long Branch,40.2883,-74.0186,United States,7963
Ripon,43.8436,-88.8386,United States,7961
Illizi,26.4834,8.4666,Algeria,7957
Aspen,39.1948,-106.837,United States,7956
Grand Blanc,42.9258,-83.6182,United States,7954
Senmonorom,12.45,107.2,Cambodia,7944
Blair,41.5417,-96.1361,United States,7941
Columbiana,40.8871,-80.675,United States,7940
Camp Hill,40.2422,-76.9274,United States,7934
Port Wentworth,32.1941,-81.1983,United States,7933
Keflavik,64.0166,-22.5666,Iceland,7930
Fulshear,29.6931,-95.8792,United States,7925
Campbell,41.0777,-80.5904,United States,7923
Batesville,39.2974,-85.2139,United States,7922
Sallisaw,35.4609,-94.807,United States,7922
Eaton,39.7506,-84.6342,United States,7922
Carnegie,40.408,-80.0861,United States,7913
Ellsworth,44.5847,-68.4875,United States,7911
Gracias,14.5833,-88.5833,Honduras,7909
Port Maria,18.377,-76.9,Jamaica,7906
Downingtown,40.0076,-75.7019,United States,7905
Canal Winchester,39.8432,-82.8121,United States,7905
Maryville,38.7264,-89.9643,United States,7904
Southwest Ranches,26.0476,-80.3762,United States,7898
Jersey Village,29.8903,-95.5721,United States,7892
Erseke,40.3333,20.6833,Albania,7890
Esperance,-33.8573,121.8889,Australia,7888
Big Stone Gap,36.8615,-82.7774,United States,7885
San Juan Bautista,-26.68,-57.15,Paraguay,7882
Lake Dallas,33.1277,-97.0234,United States,7881
Norwich,42.5333,-75.5227,United States,7880
Crookston,47.7747,-96.6062,United States,7875
Maplewood,38.6121,-90.3241,United States,7868
Dryden,49.7833,-92.8333,Canada,7862
Jasper,30.9221,-93.9947,United States,7860
Wyoming,45.3365,-92.9765,United States,7856
Dilolo,-10.6996,22.3333,Congo (Kinshasa),7854
Grantsville,40.6148,-112.4777,United States,7848
Delta,38.7561,-108.0772,United States,7847
Middletown,38.241,-85.5215,United States,7845
Olivette,38.6725,-90.3784,United States,7844
Kennedale,32.6434,-97.2173,United States,7840
Mascoutah,38.5191,-89.8045,United States,7840
Colonie,42.7199,-73.8333,United States,7838
Salem,40.054,-111.6722,United States,7831
Rockmart,34.0103,-85.0442,United States,7827
Sheboygan Falls,43.7289,-87.8262,United States,7824
Broadview,41.8584,-87.8562,United States,7823
Woodlake,36.4124,-119.0998,United States,7818
Marion,36.8389,-81.5135,United States,7808
Grand Ledge,42.7546,-84.7435,United States,7807
Bernardsville,40.7268,-74.5919,United States,7805
Hitchcock,29.2945,-95.025,United States,7805
Covington,37.7786,-79.9868,United States,7804
Roanoke,33.015,-97.2267,United States,7804
Oakdale,30.8157,-92.6542,United States,7801
Port Jefferson,40.9465,-73.0579,United States,7794
Antigo,45.1409,-89.1551,United States,7791
San Juan del Sur,11.25,-85.86,Nicaragua,7790
Calumet Park,41.665,-87.6578,United States,7787
Chosan,40.8255,125.8008,"Korea, North",7786
Wilson,40.6844,-75.2407,United States,7786
Falmouth,18.4796,-77.656,Jamaica,7779
Butler,40.9991,-74.3472,United States,7779
Robinson,39.0089,-87.733,United States,7774
Carl Junction,37.1669,-94.5468,United States,7772
Selah,46.648,-120.5388,United States,7768
Moengo,5.63,-54.41,Suriname,7766
Victor Harbor,-35.5596,138.6173,Australia,7760
Clear Lake,43.1346,-93.374,United States,7751
Punta Gorda,16.1003,-88.81,Belize,7748
Pahokee,26.8205,-80.6613,United States,7745
Milan,42.082,-83.6847,United States,7742
Breckenridge,39.4997,-106.0433,United States,7741
River Oaks,32.7767,-97.3984,United States,7740
Seaford,38.6539,-75.6118,United States,7736
Caribou,46.8662,-67.9919,United States,7736
Perry,41.838,-94.094,United States,7734
Kalabo,-14.9896,22.68,Zambia,7731
York,40.8708,-97.5947,United States,7724
Gilberts,42.1096,-88.3716,United States,7724
Wapato,46.4435,-120.4213,United States,7723
Quarryville,39.8957,-76.1617,United States,7716
White Oak,40.3415,-79.8007,United States,7707
Duvall,47.7354,-121.9726,United States,7701
Fanwood,40.6417,-74.3857,United States,7700
Gettysburg,39.8304,-77.2339,United States,7700
Swainsboro,32.5866,-82.3345,United States,7699
Orting,47.0967,-122.2113,United States,7693
Estes Park,40.3701,-105.5214,United States,7691
New Roads,30.6959,-91.4537,United States,7687
Castillos,-34.1696,-53.83,Uruguay,7686
Las Lomitas,-24.6996,-60.6,Argentina,7683
Sebastopol,38.4001,-122.8277,United States,7678
Hales Corners,42.941,-88.0492,United States,7674
Seville,41.0209,-81.8671,United States,7673
Benton,38.011,-88.9179,United States,7671
Emerson,40.9749,-74.0239,United States,7669
Revelstoke,51.0005,-118.1833,Canada,7668
Green Cove Springs,29.9903,-81.6808,United States,7666
Bonner Springs,39.0817,-94.8778,United States,7665
Scotia,42.8322,-73.9607,United States,7664
Diamondhead,30.3791,-89.3707,United States,7661
Bayghanin,48.6917,55.874,Kazakhstan,7657
Bentiu,9.2333,29.8333,South Sudan,7653
South Beloit,42.4821,-89.0249,United States,7652
Ashland,37.7597,-77.4715,United States,7649
Seminole,32.7215,-102.6504,United States,7648
Quincy,47.2342,-119.8512,United States,7644
Guide,36.0451,101.4242,China,7642
Glen Ridge,40.804,-74.2043,United States,7642
Shorewood,44.9161,-93.5743,United States,7642
Hastings,42.6498,-85.2886,United States,7640
Philadelphia,32.7761,-89.1221,United States,7639
Winters,38.532,-121.9781,United States,7637
Park City,37.8103,-97.3255,United States,7632
Pulaski,35.1934,-87.0354,United States,7630
Grandview Heights,39.9793,-83.0409,United States,7628
Marshall,42.2619,-84.9599,United States,7625
Kronenwetter,44.8163,-89.5806,United States,7619
Bansang,13.4336,-14.65,"Gambia, The",7615
Centerville,32.6341,-83.6854,United States,7615
Creston,41.0597,-94.365,United States,7612
Clover,35.1124,-81.2201,United States,7607
Whiteville,34.3306,-78.7014,United States,7605
Baldwinsville,43.157,-76.3318,United States,7605
Brighton,42.5298,-83.7848,United States,7604
Auburn,34.0151,-83.8316,United States,7603
Pittston,41.3274,-75.7885,United States,7602
Waupaca,44.3508,-89.0719,United States,7598
Fairfax,37.9884,-122.595,United States,7598
Berlin,39.7914,-74.9373,United States,7594
Clarksville,35.4567,-93.4808,United States,7589
Fort Scott,37.8286,-94.7037,United States,7588
Rathdrum,47.7992,-116.8911,United States,7587
Silvis,41.4978,-90.4101,United States,7586
Ojai,34.4487,-119.2469,United States,7585
Nolensville,35.9594,-86.6754,United States,7580
Hubbard,41.1593,-80.5682,United States,7579
Happy Valley - Goose Bay,53.3,-60.3,Canada,7572
Osceola,35.6947,-89.993,United States,7563
Carbondale,39.3946,-107.2145,United States,7549
Escalon,37.7911,-120.9981,United States,7548
Mitla,16.917,-96.4,Mexico,7547
Manhattan,41.4274,-87.9803,United States,7546
Haddon Heights,39.8791,-75.0646,United States,7544
Dunbar,38.3688,-81.7345,United States,7543
Inverness,42.1152,-88.1019,United States,7541
Urubamba,-13.3042,-72.1166,Peru,7540
Montpelier,44.2658,-72.5717,United States,7535
Hampton,33.3834,-84.2853,United States,7532
Saranac Lake,44.3245,-74.1314,United States,7529
Purcell,35.018,-97.3747,United States,7528
Monticello,41.6519,-74.6874,United States,7527
Pembroke,34.6777,-79.1945,United States,7526
Ashland,40.7811,-76.3451,United States,7526
Calipatria,33.1488,-115.5058,United States,7526
Lamar,38.0739,-102.6155,United States,7525
Marengo,42.2311,-88.6156,United States,7525
Round Lake Park,42.3311,-88.0752,United States,7519
Old Town,44.9491,-68.7249,United States,7518
Roatan,16.33,-86.519,Honduras,7514
Mount Shasta,41.3206,-122.315,United States,7513
Wellington,37.2621,-97.428,United States,7513
New London,44.395,-88.7393,United States,7512
Palmyra,40.31,-76.5944,United States,7510
Charles City,43.0644,-92.6745,United States,7510
Richfield,38.7628,-112.0927,United States,7507
Banff,51.178,-115.5719,Canada,7502
Aberdeen,35.1345,-79.4314,United States,7502
Young,-34.3096,148.29,Australia,7501
Yarmouth,43.8308,-66.1126,Canada,7500
Rockton,42.45,-89.0631,United States,7499
Chehalis,46.6649,-122.966,United States,7498
Delafield,43.0717,-88.391,United States,7494
Altoona,44.8029,-91.4387,United States,7489
River Rouge,42.2731,-83.1246,United States,7482
Stans,46.95,8.3833,Switzerland,7475
Tranqueras,-31.2,-55.75,Uruguay,7474
Igarka,67.4671,86.5833,Russia,7470
Mammoth Lakes,37.6273,-118.99,United States,7469
Villa Hills,39.0656,-84.5951,United States,7468
Fairlawn,41.127,-81.6212,United States,7466
Wildwood,28.8004,-82.0051,United States,7464
Gaoual,11.754,-13.213,Guinea,7461
West Miami,25.7578,-80.2969,United States,7459
Crystal City,28.691,-99.8257,United States,7459
Webster City,42.4623,-93.8167,United States,7459
Herkimer,43.0282,-74.9928,United States,7455
Cotati,38.3278,-122.7092,United States,7455
Wynne,35.2324,-90.7897,United States,7455
Beebe,35.0713,-91.9002,United States,7453
Aztec,36.8189,-107.9823,United States,7452
Holtville,32.8129,-115.3779,United States,7449
Mount Horeb,43.0061,-89.7317,United States,7448
Kasson,44.0328,-92.7483,United States,7443
Charlestown,38.427,-85.6677,United States,7438
Connellsville,40.0158,-79.5899,United States,7437
Hatboro,40.1775,-75.1054,United States,7434
Yreka,41.7292,-122.6312,United States,7433
Florence,38.3821,-105.1117,United States,7431
Waite Park,45.5323,-94.244,United States,7428
Pinson,33.7064,-86.6654,United States,7426
Piedmont,35.6784,-97.7528,United States,7422
Coracora,-15.0196,-73.79,Peru,7420
Hughson,37.6026,-120.8661,United States,7417
Geneva,41.8003,-80.9461,United States,7415
Payette,44.079,-116.9256,United States,7414
Mahmud-E Eraqi,35.0167,69.3333,Afghanistan,7407
New Bremen,40.4348,-84.3778,United States,7405
LaFayette,34.7088,-85.2815,United States,7403
Albertville,45.2365,-93.6617,United States,7401
El Alamein,30.8171,28.95,Egypt,7400
Corbin,36.9321,-84.1004,United States,7398
Lander,42.8313,-108.7599,United States,7397
Minnetrista,44.9355,-93.7103,United States,7397
McCook,40.2046,-100.6214,United States,7393
Carnarvon,-24.8998,113.6501,Australia,7392
Neiafu,-18.6496,-173.9833,Tonga,7391
Pingree Grove,42.0857,-88.4362,United States,7391
Torrington,42.0658,-104.1621,United States,7389
Grove,36.5925,-94.7885,United States,7387
Reyes,-14.3096,-67.37,Bolivia,7376
Tyrone,40.6764,-78.246,United States,7376
Dunellen,40.5902,-74.4656,United States,7374
Milan,35.9127,-88.7556,United States,7371
Mentor-on-the-Lake,41.7135,-81.365,United States,7371
Oak Grove,36.6686,-87.4216,United States,7370
Susuman,62.7833,148.1668,Russia,7367
Truth or Consequences,33.1851,-107.2587,United States,7365
West Dundee,42.0984,-88.3072,United States,7361
Sandwich,41.6496,-88.6175,United States,7358
Sanibel,26.4535,-82.1024,United States,7351
Park City,42.3521,-87.8917,United States,7350
Inverness,28.8397,-82.3437,United States,7347
